date,blocks,bounce_drops,bounces,clicks,deferred,delivered,invalid_emails,opens,processed,requests,spam_report_drops,spam_reports,unique_clicks,unique_opens,unsubscribe_drops,unsubscribes
2016-03-16,47,46,39,3468,57224,369160,15,25308,369233,369295,1,30,2287,14772,0,0
2016-03-16,47,46,39,3468,57224,369160,15,25308,369233,369295,1,30,2287,14772,0,0
2016-03-17,35,45,29,3384,60862,376909,17,25012,376951,377015,2,15,2247,15240,0,0
2016-03-17,35,45,29,3384,60862,376909,17,25012,376951,377015,2,15,2247,15240,0,0
2016-03-18,23,38,46,3200,62066,382520,15,23639,382607,382662,2,12,2151,14484,0,0
2016-03-18,23,38,46,3200,62066,382520,15,23639,382607,382662,2,12,2151,14484,0,0
2016-03-19,28,23,27,2564,47552,286598,11,20209,286654,286688,0,4,1636,11685,0,0
2016-03-19,28,23,27,2564,47552,286598,11,20209,286654,286688,0,4,1636,11685,0,0
2016-03-20,30,49,43,2860,66301,345366,11,27854,345428,345489,1,6,1954,13567,0,0
2016-03-20,30,49,43,2860,66301,345366,11,27854,345428,345489,1,6,1954,13567,0,0
2016-03-21,38,41,29,3880,48355,390409,5,27913,390463,390514,5,11,2542,16728,0,0
2016-03-21,38,41,29,3880,48355,390409,5,27913,390463,390514,5,11,2542,16728,0,0
2016-03-22,37,48,59,3995,63656,399867,21,26805,399973,400045,3,26,2679,16428,0,0
2016-03-22,37,48,59,3995,63656,399867,21,26805,399973,400045,3,26,2679,16428,0,0
2016-03-23,36,49,51,3906,71022,397554,21,25694,397629,397704,5,16,2506,15850,0,0
2016-03-23,36,49,51,3906,71022,397554,21,25694,397629,397704,5,16,2506,15850,0,0
2016-03-24,79,82,362,3996,77104,427948,67,23363,428384,428538,3,18,2622,14249,2,0
2016-03-24,79,82,362,3996,77104,427948,67,23363,428384,428538,3,18,2622,14249,2,0
2016-03-25,45,36,75,3948,65753,426206,24,21445,426335,426400,5,16,2514,13442,0,0
2016-03-25,45,36,75,3948,65753,426206,24,21445,426335,426400,5,16,2514,13442,0,0
2016-03-26,46,34,39,3656,62432,420717,12,21118,420821,420870,3,23,2345,13127,0,0
2016-03-26,46,34,39,3656,62432,420717,12,21118,420821,420870,3,23,2345,13127,0,0
2016-03-27,62,49,38,3949,60282,421910,11,21891,422011,422072,1,76,2554,13742,0,0
2016-03-27,62,49,38,3949,60282,421910,11,21891,422011,422072,1,76,2554,13742,0,0
2016-03-28,63,32,55,4023,68035,421752,19,23260,421843,421899,5,35,2558,14512,0,0
2016-03-28,63,32,55,4023,68035,421752,19,23260,421843,421899,5,35,2558,14512,0,0
2016-03-29,111,34,59,3653,54853,421735,26,25723,421914,421977,3,27,2436,13965,0,0
2016-03-29,111,34,59,3653,54853,421735,26,25723,421914,421977,3,27,2436,13965,0,0
2016-03-30,80,30,116,4213,80727,441652,30,22331,441832,441897,3,32,2776,14274,2,0
2016-03-30,80,30,116,4213,80727,441652,30,22331,441832,441897,3,32,2776,14274,2,0
2016-03-31,2357,1848,11382,6687,207266,493576,1584,30281,507757,511254,65,444,4350,20388,0,0
2016-03-31,2357,1848,11382,6687,207266,493576,1584,30281,507757,511254,65,444,4350,20388,0,0
2016-04-01,548,502,2241,5309,123217,583849,711,24107,587066,588288,9,163,3358,15981,0,0
2016-04-01,548,502,2241,5309,123217,583849,711,24107,587066,588288,9,163,3358,15981,0,0
2016-04-02,96,95,124,6662,104346,600807,30,27461,601643,601776,8,161,4052,17690,0,0
2016-04-02,96,95,124,6662,104346,600807,30,27461,601643,601776,8,161,4052,17690,0,0
2016-04-03,938,93,91,7072,117268,597783,29,45656,598537,598668,9,166,4312,19375,0,0
2016-04-03,938,93,91,7072,117268,597783,29,45656,598537,598668,9,166,4312,19375,0,0
2016-04-04,696,91,104,5404,97922,595370,40,43838,595780,595921,10,152,3305,15198,0,0
2016-04-04,696,91,104,5404,97922,595370,40,43838,595780,595921,10,152,3305,15198,0,0
2016-04-05,708,75,95,5141,115631,577461,25,25264,577634,577743,9,135,3308,16777,0,0
2016-04-05,708,75,95,5141,115631,577461,25,25264,577634,577743,9,135,3308,16777,0,0
2016-04-06,1840,69,112,4467,105904,482826,40,37596,484215,484335,11,131,2773,12960,0,0
2016-04-06,1840,69,112,4467,105904,482826,40,37596,484215,484335,11,131,2773,12960,0,0
2016-04-07,293,60,140,4639,111196,491063,40,19264,491203,491309,6,99,2799,12417,0,0
2016-04-07,293,60,140,4639,111196,491063,40,19264,491203,491309,6,99,2799,12417,0,0
2016-04-08,69,54,64,4324,102346,494787,15,18499,494932,495004,3,114,2631,10718,0,0
2016-04-08,69,54,64,4324,102346,494787,15,18499,494932,495004,3,114,2631,10718,0,0
2016-04-09,71,65,66,4169,88212,479109,31,16910,479205,479305,4,69,2460,10849,0,0
2016-04-09,71,65,66,4169,88212,479109,31,16910,479205,479305,4,69,2460,10849,0,0
2016-04-10,60,55,79,4425,96939,489914,21,17050,490051,490132,5,122,2669,11350,0,0
2016-04-10,60,55,79,4425,96939,489914,21,17050,490051,490132,5,122,2669,11350,0,0
2016-04-11,65,74,76,4515,93855,465444,20,18392,465599,465705,12,100,2755,12176,0,0
2016-04-11,65,74,76,4515,93855,465444,20,18392,465599,465705,12,100,2755,12176,0,0
2016-04-12,79,43,69,4014,87965,471240,16,16563,471380,471450,11,92,2445,10900,0,0
2016-04-12,79,43,69,4014,87965,471240,16,16563,471380,471450,11,92,2445,10900,0,0
2016-04-13,72,49,71,4193,76536,490187,17,16778,490333,490404,5,91,2593,10957,0,0
2016-04-13,72,49,71,4193,76536,490187,17,16778,490333,490404,5,91,2593,10957,0,0
2016-04-14,103,50,65,4117,95091,487203,17,16869,487343,487412,2,71,2592,11030,0,0
2016-04-14,103,50,65,4117,95091,487203,17,16869,487343,487412,2,71,2592,11030,0,0
2016-04-15,90,37,67,3843,92350,484346,25,14261,484908,484971,1,34,2344,9463,0,0
2016-04-15,90,37,67,3843,92350,484346,25,14261,484908,484971,1,34,2344,9463,0,0
2016-04-16,64,59,62,4026,81362,492768,12,16442,492893,492965,1,80,2372,9412,0,0
2016-04-16,64,59,62,4026,81362,492768,12,16442,492893,492965,1,80,2372,9412,0,0
2016-04-17,77,45,62,3894,102976,492677,18,15173,492807,492870,0,57,2328,10069,0,0
2016-04-17,77,45,62,3894,102976,492677,18,15173,492807,492870,0,57,2328,10069,0,0
2016-04-18,75,79,67,4055,88902,470609,23,17449,472100,472204,2,144,2432,11400,0,0
2016-04-18,75,79,67,4055,88902,470609,23,17449,472100,472204,2,144,2432,11400,0,0
2016-04-19,64,48,68,3551,98058,467719,21,14168,468846,468915,0,84,2264,9953,0,0
2016-04-19,64,48,68,3551,98058,467719,21,14168,468846,468915,0,84,2264,9953,0,0
2016-04-20,68,36,63,3768,97676,496615,17,14410,497072,497128,3,48,2270,9780,0,0
2016-04-20,68,36,63,3768,97676,496615,17,14410,497072,497128,3,48,2270,9780,0,0
2016-04-21,66,61,45,3633,67531,276891,24,29276,277053,277139,1,29,2268,9700,0,0
2016-04-21,66,61,45,3633,67531,276891,24,29276,277053,277139,1,29,2268,9700,0,0
2016-04-22,57,46,2754,3483,73523,273556,18,13890,273199,273264,1,44,2126,9168,0,0
2016-04-22,57,46,2754,3483,73523,273556,18,13890,273199,273264,1,44,2126,9168,0,0
2016-04-23,55,45,47,3183,65099,265997,25,12929,266071,266141,0,35,1930,8321,0,0
2016-04-23,55,45,47,3183,65099,265997,25,12929,266071,266141,0,35,1930,8321,0,0
2016-04-24,38,50,67,3321,47941,262115,27,14072,262220,262298,1,90,2053,9258,0,0
2016-04-24,38,50,67,3321,47941,262115,27,14072,262220,262298,1,90,2053,9258,0,0
2016-04-25,71,46,57,3537,79258,265304,23,15203,231360,231432,3,76,2235,10001,0,0
2016-04-25,71,46,57,3537,79258,265304,23,15203,231360,231432,3,76,2235,10001,0,0
2016-04-26,89,49,68,3028,27132,235897,24,13616,235682,235759,3,73,1915,8914,1,0
2016-04-26,89,49,68,3028,27132,235897,24,13616,235682,235759,3,73,1915,8914,1,0
2016-04-27,34,57,56,3676,71225,296038,22,14738,296133,296213,1,45,2237,9630,0,0
2016-04-27,34,57,56,3676,71225,296038,22,14738,296133,296213,1,45,2237,9630,0,0
2016-04-28,88,50,42,3906,62761,277269,25,15264,277378,277454,1,102,2421,9942,0,0
2016-04-28,88,50,42,3906,62761,277269,25,15264,277378,277454,1,102,2421,9942,0,0
2016-04-29,55,48,46,3528,66043,277676,24,13817,277771,277844,1,39,2177,8868,0,0
2016-04-29,55,48,46,3528,66043,277676,24,13817,277771,277844,1,39,2177,8868,0,0
2016-04-30,56,53,49,3355,55181,272932,26,14845,273039,273118,0,53,2042,8875,0,0
2016-04-30,56,53,49,3355,55181,272932,26,14845,273039,273118,0,53,2042,8875,0,0
2016-05-01,44,73,60,3205,39496,207724,37,13483,209904,210016,2,37,2086,9103,0,0
2016-05-01,44,73,60,3205,39496,207724,37,13483,209904,210016,2,37,2086,9103,0,0
2016-05-02,59,77,50,3409,15095,152997,29,16283,153100,153206,0,71,2153,10342,0,0
2016-05-02,59,77,50,3409,15095,152997,29,16283,153100,153206,0,71,2153,10342,0,0
2016-05-03,54,52,60,3050,14083,152007,23,13875,152105,152186,6,18,1959,9060,0,0
2016-05-03,54,52,60,3050,14083,152007,23,13875,152105,152186,6,18,1959,9060,0,0
2016-05-04,59,67,51,3275,13096,177635,21,14424,177682,177773,3,51,2009,9365,0,0
2016-05-04,59,67,51,3275,13096,177635,21,14424,177682,177773,3,51,2009,9365,0,0
2016-05-05,71,55,56,3211,10083,162299,17,14493,162389,162463,2,29,2014,9292,0,0
2016-05-05,71,55,56,3211,10083,162299,17,14493,162389,162463,2,29,2014,9292,0,0
2016-05-06,42,54,82,3073,17326,158244,15,13587,158361,158431,1,30,1919,8659,0,0
2016-05-06,42,54,82,3073,17326,158244,15,13587,158361,158431,1,30,1919,8659,0,0
2016-05-07,43,42,97,3034,41689,220876,16,13468,221024,221085,3,28,1921,8490,0,0
2016-05-07,43,42,97,3034,41689,220876,16,13468,221024,221085,3,28,1921,8490,0,0
2016-05-08,47,65,93,3192,29472,199122,34,14049,199346,199449,4,16,2047,9080,0,0
2016-05-08,47,65,93,3192,29472,199122,34,14049,199346,199449,4,16,2047,9080,0,0
2016-05-09,52,64,91,3189,6349,143551,22,16684,143635,143726,1,21,2098,9947,0,0
2016-05-09,52,64,91,3189,6349,143551,22,16684,143635,143726,1,21,2098,9947,0,0
2016-05-10,51,57,75,3118,14714,144228,22,14484,144357,144438,2,37,2003,9067,0,0
2016-05-10,51,57,75,3118,14714,144228,22,14484,144357,144438,2,37,2003,9067,0,0
2016-05-11,78,52,56,3189,29068,166247,14,14398,166365,166432,1,27,2056,9316,0,0
2016-05-11,78,52,56,3189,29068,166247,14,14398,166365,166432,1,27,2056,9316,0,0
2016-05-12,865,46,56,3017,11205,152282,27,15264,153182,153255,0,34,2017,9424,0,0
2016-05-12,865,46,56,3017,11205,152282,27,15264,153182,153255,0,34,2017,9424,0,0
2016-05-13,76,46,50,3012,23615,149859,14,13508,149963,150024,1,11,1870,8762,0,0
2016-05-13,76,46,50,3012,23615,149859,14,13508,149963,150024,1,11,1870,8762,0,0
2016-05-14,104,48,66,3025,46148,217866,10,14174,218004,218064,2,4,1955,8809,0,0
2016-05-14,104,48,66,3025,46148,217866,10,14174,218004,218064,2,4,1955,8809,0,0
2016-05-15,71,76,49,3450,35790,194384,20,15720,194478,194576,2,16,2176,9882,0,0
2016-05-15,71,76,49,3450,35790,194384,20,15720,194478,194576,2,16,2176,9882,0,0
2016-05-16,53,72,55,3332,11763,139784,22,17393,139879,139976,3,13,2147,9991,0,0
2016-05-16,53,72,55,3332,11763,139784,22,17393,139879,139976,3,13,2147,9991,0,0
2016-05-17,56,62,69,3120,11806,142932,27,14852,143037,143127,1,19,2013,9752,0,0
2016-05-17,56,62,69,3120,11806,142932,27,14852,143037,143127,1,19,2013,9752,0,0
2016-05-18,55,68,63,3193,24447,166301,25,15284,166417,166515,5,2,2050,9654,0,0
2016-05-18,55,68,63,3193,24447,166301,25,15284,166417,166515,5,2,2050,9654,0,0
2016-05-19,51,65,60,3163,9353,154474,21,15468,154565,154655,4,7,2064,10105,0,0
2016-05-19,51,65,60,3163,9353,154474,21,15468,154565,154655,4,7,2064,10105,0,0
2016-05-20,45,58,81,2846,21414,135095,18,13484,135218,135294,0,7,1837,8761,0,0
2016-05-20,45,58,81,2846,21414,135095,18,13484,135218,135294,0,7,1837,8761,0,0
2016-05-21,62,62,87,2765,39412,191339,25,13335,191478,191565,0,33,1838,8634,0,0
2016-05-21,62,62,87,2765,39412,191339,25,13335,191478,191565,0,33,1838,8634,0,0
2016-05-22,53,57,112,2786,31684,168761,32,13693,168908,168998,1,25,1808,8800,0,0
2016-05-22,53,57,112,2786,31684,168761,32,13693,168908,168998,1,25,1808,8800,0,0
2016-05-23,32,85,63,2879,8679,125168,30,16105,125259,125376,2,55,1930,9838,0,0
2016-05-23,32,85,63,2879,8679,125168,30,16105,125259,125376,2,55,1930,9838,0,0
2016-05-24,41,53,82,2956,21876,133850,38,15047,133981,134073,1,93,1913,9266,0,0
2016-05-24,41,53,82,2956,21876,133850,38,15047,133981,134073,1,93,1913,9266,0,0
2016-05-25,101,70,74,3019,38792,148463,25,14858,148632,148728,1,7,1948,9310,0,0
2016-05-25,101,70,74,3019,38792,148463,25,14858,148632,148728,1,7,1948,9310,0,0
2016-05-26,91,60,82,3978,16318,175830,16,16294,175963,176041,2,1,2499,10476,0,0
2016-05-26,91,60,82,3978,16318,175830,16,16294,175963,176041,2,1,2499,10476,0,0
2016-05-27,35,57,58,3730,28689,162914,20,15410,163014,163092,1,6,2341,9866,0,0
2016-05-27,35,57,58,3730,28689,162914,20,15410,163014,163092,1,6,2341,9866,0,0
2016-05-28,50,63,100,3553,47458,225042,25,15075,225178,225269,3,49,2207,9306,0,0
2016-05-28,50,63,100,3553,47458,225042,25,15075,225178,225269,3,49,2207,9306,0,0
2016-05-29,94,50,70,3162,36468,181408,17,14572,181545,181614,2,94,2044,9162,0,0
2016-05-29,94,50,70,3162,36468,181408,17,14572,181545,181614,2,94,2044,9162,0,0
2016-05-30,66,69,59,3542,20063,159215,16,16964,159310,159395,0,113,2251,10232,0,0
2016-05-30,66,69,59,3542,20063,159215,16,16964,159310,159395,0,113,2251,10232,0,0
2016-05-31,35,61,59,3481,22065,150755,13,20068,150849,150924,1,52,2272,10804,0,0
2016-05-31,35,61,59,3481,22065,150755,13,20068,150849,150924,1,52,2272,10804,0,0
2016-06-01,32,64,72,3531,20393,175477,26,16416,175615,175705,0,16,2283,10582,0,0
2016-06-01,32,64,72,3531,20393,175477,26,16416,175615,175705,0,16,2283,10582,0,0
2016-06-02,34,55,77,3736,16211,169644,33,16575,169726,169816,2,41,2387,10626,0,0
2016-06-02,34,55,77,3736,16211,169644,33,16575,169726,169816,2,41,2387,10626,0,0
2016-06-03,45,51,61,3704,23889,170738,23,17474,170850,170927,3,24,2326,10620,0,0
2016-06-03,45,51,61,3704,23889,170738,23,17474,170850,170927,3,24,2326,10620,0,0
2016-06-04,51,67,78,3515,32477,231414,22,16711,231536,231629,4,78,2227,10143,0,0
2016-06-04,51,67,78,3515,32477,231414,22,16711,231536,231629,4,78,2227,10143,0,0
2016-06-05,49,60,93,3581,12302,198762,12,16695,198900,198974,2,67,2308,10664,0,0
2016-06-05,49,60,93,3581,12302,198762,12,16695,198900,198974,2,67,2308,10664,0,0
2016-06-06,49,64,69,3583,12024,142833,22,18466,142976,143064,2,51,2373,11421,0,0
2016-06-06,49,64,69,3583,12024,142833,22,18466,142976,143064,2,51,2373,11421,0,0
2016-06-07,43,61,67,3277,23336,144410,28,15986,144545,144635,1,46,2143,10285,0,0
2016-06-07,43,61,67,3277,23336,144410,28,15986,144545,144635,1,46,2143,10285,0,0
2016-06-08,54,83,55,3323,25753,154852,21,16540,154947,155055,4,86,2237,10560,0,0
2016-06-08,54,83,55,3323,25753,154852,21,16540,154947,155055,4,86,2237,10560,0,0
2016-06-09,46,55,56,1754,6867,105260,14,9494,105351,105420,0,88,1171,5966,0,0
2016-06-09,46,55,56,1754,6867,105260,14,9494,105351,105420,0,88,1171,5966,0,0
2016-06-10,39,58,71,3097,26135,163832,22,14843,163929,164011,2,24,1988,9407,0,0
2016-06-10,39,58,71,3097,26135,163832,22,14843,163929,164011,2,24,1988,9407,0,0
2016-06-11,51,62,104,3567,44628,215814,21,16289,215961,216044,0,57,2276,9982,0,0
2016-06-11,51,62,104,3567,44628,215814,21,16289,215961,216044,0,57,2276,9982,0,0
2016-06-12,48,59,88,3902,33148,196397,28,17573,196519,196608,2,23,2489,10858,0,0
2016-06-12,48,59,88,3902,33148,196397,28,17573,196519,196608,2,23,2489,10858,0,0
2016-06-13,32,60,58,3940,14271,138425,19,19156,138496,138579,4,18,2529,12014,0,0
2016-06-13,32,60,58,3940,14271,138425,19,19156,138496,138579,4,18,2529,12014,0,0
2016-06-14,43,71,71,3637,22906,151497,28,22957,151600,151699,0,33,2396,11299,0,0
2016-06-14,43,71,71,3637,22906,151497,28,22957,151600,151699,0,33,2396,11299,0,0
2016-06-15,49,64,57,4207,15821,160198,23,19620,160288,160379,4,28,2753,12193,0,0
2016-06-15,49,64,57,4207,15821,160198,23,19620,160288,160379,4,28,2753,12193,0,0
2016-06-16,35,74,64,4535,10151,160325,31,21175,160422,160527,0,117,2966,13111,0,0
2016-06-16,35,74,64,4535,10151,160325,31,21175,160422,160527,0,117,2966,13111,0,0
2016-06-17,47,51,62,4437,18060,158930,16,20847,159022,159093,4,43,2854,12875,0,0
2016-06-17,47,51,62,4437,18060,158930,16,20847,159022,159093,4,43,2854,12875,0,0
2016-06-18,50,55,107,4185,40820,221867,25,20261,222023,222103,0,69,2754,12449,0,0
2016-06-18,50,55,107,4185,40820,221867,25,20261,222023,222103,0,69,2754,12449,0,0
2016-06-19,53,61,73,4324,18309,201359,19,23715,201477,201558,1,67,2820,12772,0,0
2016-06-19,53,61,73,4324,18309,201359,19,23715,201477,201558,1,67,2820,12772,0,0
2016-06-20,43,45,77,3817,10637,148514,21,18745,148632,148700,2,25,2500,11653,0,0
2016-06-20,43,45,77,3817,10637,148514,21,18745,148632,148700,2,25,2500,11653,0,0
2016-06-21,64,59,68,3435,14615,153416,27,16387,153538,153627,3,107,2241,10545,0,0
2016-06-21,64,59,68,3435,14615,153416,27,16387,153538,153627,3,107,2241,10545,0,0
2016-06-22,52,60,60,3379,21944,159722,25,16082,159798,159883,0,2,2197,10093,0,0
2016-06-22,52,60,60,3379,21944,159722,25,16082,159798,159883,0,2,2197,10093,0,0
2016-06-23,42,56,81,3613,13991,168120,20,16165,168232,168309,1,3,2320,10380,0,0
2016-06-23,42,56,81,3613,13991,168120,20,16165,168232,168309,1,3,2320,10380,0,0
2016-06-24,61,50,63,3552,25133,168630,25,15741,168739,168814,0,71,2286,10026,0,0
2016-06-24,61,50,63,3552,25133,168630,25,15741,168739,168814,0,71,2286,10026,0,0
2016-06-25,48,53,99,3316,30867,227253,22,22198,227376,227451,0,39,2154,9677,0,0
2016-06-25,48,53,99,3316,30867,227253,22,22198,227376,227451,0,39,2154,9677,0,0
2016-06-26,37,73,81,3482,25883,205454,30,15843,205567,205672,2,85,2221,9851,0,0
2016-06-26,37,73,81,3482,25883,205454,30,15843,205567,205672,2,85,2221,9851,0,0
2016-06-27,34,62,108,3724,12295,156363,31,30812,156514,156610,3,38,2473,11245,0,0
2016-06-27,34,62,108,3724,12295,156363,31,30812,156514,156610,3,38,2473,11245,0,0
2016-06-28,63,90,98,3496,24545,159609,34,16815,159739,159864,1,54,2317,10528,0,0
2016-06-28,63,90,98,3496,24545,159609,34,16815,159739,159864,1,54,2317,10528,0,0
2016-06-29,47,75,97,3828,23250,172965,32,16668,173101,173210,2,1,2447,10773,0,0
2016-06-29,47,75,97,3828,23250,172965,32,16668,173101,173210,2,1,2447,10773,0,0
2016-06-30,42,61,93,3946,12456,176881,23,17494,177013,177097,0,4,2515,10927,0,0
2016-06-30,42,61,93,3946,12456,176881,23,17494,177013,177097,0,4,2515,10927,0,0
2016-07-01,50,48,84,3585,30377,172979,23,55981,173115,173186,0,13,2245,10477,0,0
2016-07-01,50,48,84,3585,30377,172979,23,55981,173115,173186,0,13,2245,10477,0,0
2016-07-02,50,70,75,3572,23174,174820,24,15586,174943,175039,2,178,2241,10136,0,0
2016-07-02,50,70,75,3572,23174,174820,24,15586,174943,175039,2,178,2241,10136,0,0
2016-07-03,61,77,76,3568,19014,165864,27,15569,165992,166099,3,146,2261,9812,0,0
2016-07-03,61,77,76,3568,19014,165864,27,15569,165992,166099,3,146,2261,9812,0,0
2016-07-04,65,47,56,3525,16119,160272,27,16250,160373,160452,5,30,2307,10099,0,0
2016-07-04,65,47,56,3525,16119,160272,27,16250,160373,160452,5,30,2307,10099,0,0
2016-07-05,42,80,101,3595,17882,157181,37,19637,157324,157443,2,19,2324,11195,0,0
2016-07-05,42,80,101,3595,17882,157181,37,19637,157324,157443,2,19,2324,11195,0,0
2016-07-06,50,74,107,3650,30396,161441,28,17594,161605,161710,3,50,2454,11540,0,0
2016-07-06,50,74,107,3650,30396,161441,28,17594,161605,161710,3,50,2454,11540,0,0
2016-07-07,59,84,109,3851,14045,180629,31,18341,180758,180874,1,68,2611,11417,0,0
2016-07-07,59,84,109,3851,14045,180629,31,18341,180758,180874,1,68,2611,11417,0,0
2016-07-08,59,58,98,3964,28998,180695,29,17044,180824,180915,4,48,2588,10995,0,0
2016-07-08,59,58,98,3964,28998,180695,29,17044,180824,180915,4,48,2588,10995,0,0
2016-07-09,45,69,102,3939,34463,181095,38,16647,181233,181344,4,77,2436,10635,0,0
2016-07-09,45,69,102,3939,34463,181095,38,16647,181233,181344,4,77,2436,10635,0,0
2016-07-10,52,113,86,4019,22520,182854,29,17313,182999,183145,4,57,2643,11102,0,0
2016-07-10,52,113,86,4019,22520,182854,29,17313,182999,183145,4,57,2643,11102,0,0
2016-07-11,55,96,88,4018,10613,168451,28,19345,168593,168721,4,42,2706,12219,0,0
2016-07-11,55,96,88,4018,10613,168451,28,19345,168593,168721,4,42,2706,12219,0,0
2016-07-12,46,79,98,3815,23597,171342,24,17134,171481,171585,0,26,2486,10993,0,0
2016-07-12,46,79,98,3815,23597,171342,24,17134,171481,171585,0,26,2486,10993,0,0
2016-07-13,70,70,90,4063,28292,183600,41,17935,183757,183871,3,79,2597,11443,0,0
2016-07-13,70,70,90,4063,28292,183600,41,17935,183757,183871,3,79,2597,11443,0,0
2016-07-14,52,82,97,4248,10818,185541,21,22689,185648,185751,0,44,2746,11489,0,0
2016-07-14,52,82,97,4248,10818,185541,21,22689,185648,185751,0,44,2746,11489,0,0
2016-07-15,52,59,73,4088,28688,194728,6786,18271,194857,201707,5,26,2612,11335,0,0
2016-07-15,52,59,73,4088,28688,194728,6786,18271,194857,201707,5,26,2612,11335,0,0
2016-07-16,48,75,74,4198,22305,187298,27,17350,187406,187511,3,31,2688,10919,0,0
2016-07-16,48,75,74,4198,22305,187298,27,17350,187406,187511,3,31,2688,10919,0,0
2016-07-17,43,93,75,4100,12100,185002,30,23001,185127,185252,2,53,2647,11384,0,0
2016-07-17,43,93,75,4100,12100,185002,30,23001,185127,185252,2,53,2647,11384,0,0
2016-07-18,64,89,93,5418,11586,177433,26,24454,177580,177698,3,9,3594,15366,0,0
2016-07-18,64,89,93,5418,11586,177433,26,24454,177580,177698,3,9,3594,15366,0,0
2016-07-19,59,106,133,5992,12940,180264,1167,28284,180457,181733,3,0,3975,16703,0,0
2016-07-19,59,106,133,5992,12940,180264,1167,28284,180457,181733,3,0,3975,16703,0,0
2016-07-20,60,104,118,6498,27588,192520,395,28688,192670,193174,5,0,4297,17862,0,0
2016-07-20,60,104,118,6498,27588,192520,395,28688,192670,193174,5,0,4297,17862,0,0
2016-07-21,62,77,127,6826,14283,194278,424,30816,194528,195031,2,146,4467,18775,0,0
2016-07-21,62,77,127,6826,14283,194278,424,30816,194528,195031,2,146,4467,18775,0,0
2016-07-22,51,86,144,5410,13823,194506,454,24794,194599,195142,3,99,3486,14920,0,0
2016-07-22,51,86,144,5410,13823,194506,454,24794,194599,195142,3,99,3486,14920,0,0
2016-07-23,49,62,130,4486,17329,194459,364,19683,194641,195071,4,44,2779,12003,0,0
